Student,Skill1,Skill2,Skill3,Skill4,Skill5,Skill6
S929,2,3,4,2,1,3
S930,1,3,2,3,3,2
S931,1,2,1,2,2,1
S932,2,1,1,2,2,3
S933,2,2,3,2,4,2
S934,3,3,3,2,3,1
S935,2,2,3,1,3,2
S936,1,1,2,2,1,3
S937,2,2,2,3,3,1
S938,4,4,4,4,2,3
S939,3,3,4,4,4,4
S940,3,3,1,1,1,1
S941,3,3,2,3,3,3
S942,1,2,2,3,3,3
S943,2,2,2,1,3,4
S944,1,1,3,3,3,1
S945,3,2,2,3,3,3
S946,2,3,3,3,4,1
S947,1,2,1,2,1,1
S948,4,3,3,2,1,2
S949,3,3,4,1,1,4
S950,3,4,3,2,4,3
S951,3,4,2,3,2,3
S952,2,2,4,2,2,2
S953,4,2,3,3,2,3
S954,4,3,4,2,2,4
S955,4,2,3,4,2,2
S956,3,2,3,2,2,3
S957,1,2,1,3,3,3
S958,2,3,1,3,3,3
S959,3,3,3,2,3,3
S960,3,3,3,4,1,1
S961,2,1,1,2,2,1
S962,1,3,2,3,4,3
S963,2,2,4,3,3,2
S964,2,3,2,2,1,1
S965,1,4,2,4,2,4
S966,2,4,4,3,2,3
S967,1,1,1,2,1,2
S968,2,1,2,1,2,1
S969,2,3,3,2,1,4
S970,2,3,2,4,4,2
S971,1,2,2,2,1,1
S972,3,4,2,2,2,2
S973,3,3,3,1,3,1
S974,1,2,1,2,1,1
S975,3,2,4,1,1,3
S976,3,2,1,1,1,2
S977,1,1,1,1,1,2
S978,4,4,3,3,3,4
S979,4,4,4,2,2,4
S980,2,3,4,4,4,4
S981,1,2,3,3,3,2
S982,2,3,3,1,1,1
S983,2,2,1,2,1,3
S984,3,3,3,2,4,2
S985,2,3,3,2,3,2
S986,3,4,2,3,2,2
S987,2,3,3,2,2,3
S988,2,3,3,2,2,3
S989,3,4,4,3,4,3
S990,1,1,3,1,1,2
S991,2,1,4,2,3,3
S992,3,3,3,2,2,2
S993,3,3,3,2,3,3
S994,2,2,3,1,3,1
S995,2,2,2,2,1,1
S996,2,2,3,1,2,1
S997,4,4,4,4,3,4
S998,2,2,1,1,2,1
S999,3,3,4,3,2,3
S1000,2,2,2,2,4,2
S1001,1,4,3,2,3,2
S1002,2,1,2,1,2,2
S1003,3,4,3,3,3,3
S1004,3,2,3,3,2,3
S1005,2,1,1,2,1,3
S1006,3,4,4,3,4,3
S1007,1,1,3,2,2,1
S1008,2,3,3,2,4,2
S1009,3,3,3,3,3,2
S1010,3,2,3,3,2,2
S1011,1,1,2,2,3,2
S1012,4,4,4,4,3,4
S1013,3,4,4,3,2,2
S1014,2,2,3,3,2,2
S1015,4,3,4,3,3,4
S1016,2,3,2,1,2,4
S1017,3,3,4,2,3,1
S1018,4,3,3,4,4,3
S1019,1,1,1,1,1,1
S1020,4,4,4,3,3,4
S1021,3,3,2,2,2,3
S1022,4,4,3,1,2,3
S1023,1,1,1,2,1,4
S1024,1,3,2,1,2,1
S1025,2,2,3,2,3,1
S1026,3,2,3,3,2,2
S1027,2,3,1,3,2,3
S1028,2,3,3,2,1,3
S1029,2,2,3,3,2,2
S1030,1,3,3,3,3,2
S1031,1,2,2,3,2,3
S1032,2,2,1,2,1,2
S1033,4,4,2,3,4,2
S1034,2,1,2,2,1,1
S1035,3,4,3,2,2,2
S1036,4,3,4,4,3,2
S1037,4,4,2,1,2,3
S1038,1,3,3,2,3,2
S1039,2,3,3,2,2,2
S1040,3,3,4,2,3,2
S1041,2,2,2,4,2,3
S1042,3,3,3,2,3,2
S1043,1,2,3,2,1,1
S1044,4,3,4,4,4,3
S1045,2,2,2,3,1,2
S1046,1,1,2,2,1,2
S1047,1,1,1,2,2,1
S1048,2,2,3,3,3,3
S1049,4,2,3,1,3,1
S1050,2,2,2,1,2,2
S1051,4,4,4,2,2,4
S1052,3,4,3,2,1,3
S1053,3,2,3,2,2,1
S1054,1,3,3,3,2,3
S1055,4,4,4,2,3,3
S1056,3,2,2,3,3,3
S1057,4,3,3,2,3,2
S1058,4,2,4,4,2,3
S1059,4,4,3,3,3,3
S1060,4,3,3,2,2,4
S1061,4,4,4,2,1,2
S1062,3,2,3,4,2,4
S1063,3,4,4,3,3,4
S1064,1,2,4,3,2,3
S1065,2,2,4,4,2,3
S1066,2,3,4,1,2,4
S1067,4,1,3,3,3,2
S1068,3,4,4,4,4,4
S1069,3,2,2,1,4,1
S1070,2,3,1,3,3,3
S1071,3,4,4,4,4,4
S1072,3,3,3,1,3,3
S1073,2,1,2,3,3,2
S1074,4,3,4,2,3,3
S1075,4,4,4,3,4,4
S1076,3,2,3,2,3,2
S1077,3,4,4,3,3,4
S1078,1,1,2,1,1,1
S1079,3,4,2,2,2,2
S1080,3,4,4,2,2,3
S1081,2,2,3,2,2,1
S1082,2,2,2,3,2,2
S1083,2,4,3,2,1,3
S1084,3,2,2,3,4,2
S1085,2,3,3,2,2,3
S1086,2,4,3,2,2,2
S1087,2,3,2,1,3,3
S1088,4,4,4,4,3,3
S1089,3,3,1,3,3,2
S1090,3,3,3,3,3,2
S1091,2,2,3,3,2,2
S1092,2,3,2,2,2,4
S1093,1,2,2,1,1,1
S1094,2,2,3,1,2,3
S1095,4,3,2,2,2,2
S1096,3,4,2,3,2,2
S1097,2,2,3,2,4,2
S1098,4,4,3,4,3,4
S1099,2,3,1,3,3,1
S1100,2,2,2,4,2,2
S1101,2,4,3,3,2,3
S1102,2,2,3,1,1,2
S1103,3,2,1,4,2,1
S1104,3,2,2,2,2,2
S1105,4,1,3,3,4,1
S1106,3,4,2,4,4,4
S1107,3,2,2,1,1,2
S1108,1,2,2,3,3,2
S1109,3,4,3,2,3,2
S1110,3,1,1,1,1,1
S1111,1,2,3,3,3,3
S1112,1,2,3,1,1,1
S1113,1,4,2,4,3,3
S1114,3,3,3,4,3,3
S1115,1,2,3,3,2,3
S1116,2,3,2,1,1,2
S1117,3,3,3,4,4,4
S1118,4,4,4,3,4,4
S1119,4,4,3,4,3,4
S1120,3,3,3,3,2,3
S1121,2,1,3,3,3,3
S1122,1,2,1,1,1,2
S1123,3,2,3,3,3,3
S1124,3,4,4,2,2,2
S1125,2,3,2,4,2,4
S1126,2,1,2,1,1,2
S1127,2,3,3,1,1,3
S1128,2,4,2,3,2,2
S1129,3,2,4,2,2,4
S1130,2,3,2,3,3,2
S1131,3,2,3,3,3,3
S1132,2,2,1,1,1,2
S1133,2,2,4,3,3,2
S1134,2,3,3,1,3,4
S1135,3,3,4,2,2,3
S1136,2,3,2,2,2,4
S1137,2,1,3,3,3,3
S1138,3,1,2,2,1,2
S1139,1,3,2,4,4,3
S1140,2,2,3,4,4,3
S1141,3,3,2,4,2,3
S1142,3,4,4,3,4,4
S1143,2,3,3,2,4,3
S1144,2,2,3,3,3,2
S1145,1,2,4,4,3,2
S1146,2,1,3,2,2,1
S1147,2,3,1,1,2,2
S1148,3,1,3,2,2,3
S1149,3,1,4,3,4,1
S1150,2,1,2,2,2,2
S1151,1,1,3,1,1,2
S1152,4,4,1,2,1,2
S1153,4,3,4,3,3,4
S1154,3,4,3,4,3,3
S1155,2,1,1,1,1,2
S1156,3,3,3,4,2,2
S1157,1,3,2,3,4,2
S1158,3,2,3,3,3,3
S1159,1,1,1,1,1,2
S1160,3,2,2,3,1,1
S1161,4,2,4,4,4,4
S1162,3,3,3,3,4,4
S1163,4,1,2,2,3,3
S1164,1,2,1,1,1,1
S1165,3,1,3,2,3,3
S1166,3,3,3,4,4,3
S1167,3,3,3,3,2,2
S1168,3,3,4,4,4,4
S1169,4,4,4,4,2,3
S1170,1,3,3,2,3,3
S1171,3,2,3,2,2,4
S1172,3,2,1,3,1,2
S1173,3,2,1,2,3,2
S1174,4,3,4,3,4,4
S1175,2,1,1,2,2,1
S1176,3,2,2,2,2,3
S1177,1,3,3,3,3,2
S1178,3,3,4,3,3,2
S1179,1,2,2,2,2,1
S1180,2,2,3,2,1,3
S1181,1,1,2,2,3,2
S1182,2,3,2,2,3,2
S1183,4,3,4,2,4,3
S1184,4,4,4,3,3,4
S1185,4,3,4,3,2,2
S1186,4,4,4,2,1,2
S1187,3,2,3,1,2,2
S1188,4,2,4,2,2,4
S1189,1,3,2,2,3,3
S1190,4,3,3,2,2,2
S1191,4,3,1,2,3,1
S1192,4,4,4,4,4,4
S1193,1,3,2,2,2,2
S1194,1,1,2,3,1,3
S1195,3,3,2,3,3,3
S1196,2,2,1,1,2,2
S1197,3,2,3,1,2,3
S1198,1,2,2,3,2,2
S1199,1,1,1,2,1,1
S1200,2,2,3,2,2,2
S1201,2,2,3,2,3,2
S1202,2,2,4,3,4,3
S1203,4,3,4,2,3,4
S1204,3,3,1,2,2,3
S1205,3,3,4,1,2,2
S1206,3,2,3,2,2,3
S1207,2,2,2,2,3,3
S1208,2,2,2,1,1,1
S1209,1,2,3,3,2,3
S1210,2,3,4,1,3,2
S1211,2,3,3,1,1,2
S1212,4,2,2,3,2,3
S1213,3,3,3,2,3,3
S1214,1,2,2,3,2,3
S1215,2,2,2,2,2,3
S1216,3,3,2,4,3,2
S1217,1,2,2,3,3,2
S1218,1,2,1,1,2,2
S1219,3,2,1,4,2,2
S1220,2,2,3,3,1,3
S1221,1,1,2,1,1,1
S1222,4,4,3,3,4,3
S1223,4,4,4,3,3,4
S1224,1,2,3,1,2,3
S1225,3,4,4,2,2,3
S1226,2,3,3,3,3,3
S1227,3,4,3,4,4,4
S1228,2,2,3,3,3,2
S1229,3,3,4,2,2,4
S1230,2,3,4,4,4,4
S1231,3,4,3,3,4,3
S1232,3,4,1,3,3,2
S1233,3,3,4,2,3,3
S1234,1,1,3,1,1,2
S1235,3,1,1,2,3,3
S1236,3,4,3,2,3,4
S1237,2,2,4,4,4,2
S1238,3,1,1,2,2,3
S1239,2,1,1,1,1,2
S1240,3,4,2,1,1,2
S1241,4,4,4,2,3,4
S1242,4,3,3,2,3,3
S1243,4,3,4,1,1,4
S1244,2,2,3,2,3,3
S1245,2,2,3,3,3,2
S1246,2,3,3,3,3,2
S1247,1,3,3,1,1,1
S1248,4,3,3,2,2,4
S1249,2,2,1,3,2,2
S1250,2,4,4,3,2,3
S1251,2,3,3,3,1,3
S1252,3,3,4,2,3,1
S1253,2,3,2,1,3,2
S1254,4,3,3,3,1,4
S1255,4,3,4,3,4,2
S1256,1,1,1,1,1,1
S1257,4,3,4,3,4,3
S1258,3,3,3,1,2,3
S1259,2,3,3,4,4,3
S1260,4,2,2,2,1,4
S1261,3,2,1,3,3,2
S1262,2,2,2,3,3,2
S1263,2,2,4,3,4,2
S1264,2,3,2,2,2,1
S1265,1,2,2,3,1,3
S1266,4,4,2,3,2,3
S1267,4,2,3,2,1,1
S1268,3,4,2,2,3,2
S1269,3,3,3,2,3,2
S1270,2,1,1,1,3,2
S1271,2,2,4,2,2,2
S1272,3,2,4,1,1,3
S1273,3,3,3,2,2,2
S1274,3,3,2,2,3,2
S1275,4,4,4,3,3,3
S1276,3,3,3,1,2,3
S1277,4,3,2,2,3,3
S1278,3,1,3,3,4,2
S1279,4,4,2,1,2,2
S1280,3,3,3,2,3,2
S1281,2,2,2,4,2,3
S1282,3,2,2,2,3,2
S1283,3,1,3,3,3,4
S1284,1,1,1,1,1,1
S1285,3,3,3,3,2,2
S1286,4,3,2,2,2,1
S1287,2,1,1,2,1,3
S1288,1,3,4,3,2,4
S1289,4,2,4,2,4,2
S1290,1,1,1,1,1,1
S1291,4,1,2,2,2,2
S1292,4,4,4,3,2,4
S1293,2,3,2,3,2,3
S1294,1,2,2,1,1,2
S1295,3,2,4,2,1,3
S1296,4,4,2,3,4,3
S1297,2,4,3,2,4,2
S1298,3,3,3,4,3,3
S1299,2,4,3,3,3,3
S1300,1,3,3,3,3,2
S1301,1,2,4,3,3,3
S1302,3,3,2,2,4,3
S1303,1,2,1,1,2,1
S1304,2,3,2,3,2,1
S1305,4,2,2,3,2,2
S1306,3,4,2,3,2,3
S1307,4,4,4,4,4,4
S1308,1,3,3,3,4,4
S1309,2,2,3,4,3,3
S1310,2,1,1,1,1,1
S1311,3,2,1,3,1,4
S1312,2,1,2,2,3,2
S1313,2,2,3,1,2,3
S1314,2,3,3,2,2,3
S1315,3,2,3,3,3,3
S1316,4,3,3,2,2,3
S1317,2,2,3,1,2,1
S1318,2,1,1,2,2,2
S1319,2,2,1,1,1,1
S1320,3,3,2,3,2,4
S1321,3,4,3,3,4,3
S1322,2,2,1,1,2,2
S1323,4,4,4,4,4,4
S1324,2,4,4,1,2,4
S1325,3,3,3,3,1,2
S1326,2,3,3,3,3,3
S1327,4,4,3,3,3,4
S1328,2,2,2,2,3,3
S1329,4,4,3,4,4,4
S1330,2,3,3,4,4,2
S1331,3,4,3,2,4,4
S1332,4,4,4,4,3,4
S1333,3,3,3,1,3,3
S1334,1,1,2,1,3,1
S1335,1,3,4,4,2,2
S1336,3,4,4,2,3,4
S1337,3,1,4,2,3,3
S1338,4,4,3,3,3,4
S1339,4,4,3,1,2,2
S1340,2,1,1,1,1,1
S1341,3,3,3,2,2,2
S1342,2,3,3,4,3,2
S1343,2,2,2,3,2,3
S1344,4,4,3,1,2,4
S1345,2,3,2,3,2,3
S1346,4,3,4,2,2,2
S1347,3,3,3,1,1,3
S1348,3,2,4,3,4,3
S1349,1,1,2,1,2,1
S1350,1,1,2,1,2,1
S1351,1,4,4,1,2,2
S1352,3,3,2,3,3,3
S1353,2,2,3,1,4,2
S1354,1,4,3,3,2,2
S1355,3,4,3,3,3,2
S1356,3,2,2,3,3,3
S1357,1,1,1,1,1,1
S1358,2,2,3,1,1,2
S1359,3,4,4,3,2,4
S1360,4,2,3,3,2,4
S1361,1,2,2,2,1,1
S1362,2,1,2,1,2,1
S1363,2,3,3,2,2,3
S1364,2,2,3,2,1,3
S1365,4,3,3,4,4,3
S1366,2,1,3,2,3,2
S1367,4,3,3,4,3,3
S1368,1,1,2,2,1,1
S1369,1,4,2,4,2,3
S1370,2,2,2,2,2,2
S1371,2,2,3,2,2,3
S1372,2,4,2,3,3,2
S1373,1,2,2,2,2,1
S1374,1,1,3,3,3,3
S1375,3,2,4,3,2,3
S1376,2,2,2,2,1,3
S1377,3,3,4,2,3,4
S1378,3,4,4,2,4,3
S1379,2,3,4,1,1,3
S1380,3,4,3,2,4,3
S1381,4,3,2,3,1,2
S1382,1,2,3,3,4,2
S1383,3,4,4,2,4,4
S1384,1,2,2,1,1,2
S1385,1,2,2,1,1,2
S1386,4,4,4,3,4,4
S1387,4,3,3,2,2,3
S1388,3,4,2,3,3,2
S1389,2,2,1,2,2,1
S1390,3,4,4,2,2,2
S1391,2,3,1,3,3,2
S1392,4,3,4,3,3,4
S1393,4,4,4,4,3,4
S1394,3,3,4,3,1,3
S1395,3,2,4,2,3,3
S1396,3,3,2,3,1,2
S1397,3,2,3,1,2,2
S1398,4,2,4,4,4,4
S1399,2,4,3,4,4,3
S1400,1,2,4,3,3,3
S1401,3,3,4,4,3,2
S1402,2,4,3,1,3,2
S1403,3,3,3,2,2,4
S1404,3,4,2,2,3,3
S1405,2,4,3,3,2,2
S1406,3,3,3,4,3,3
S1407,4,4,4,4,3,4
S1408,4,3,2,2,2,2
S1409,4,3,4,3,3,2
S1410,1,1,1,2,2,2
S1411,4,1,3,2,4,2
S1412,3,3,4,2,1,3
S1413,2,1,2,1,1,2
S1414,3,2,3,1,1,1
S1415,4,4,4,3,3,4
S1416,2,1,4,2,2,2
S1417,2,1,2,2,1,2
S1418,3,2,2,2,2,3
S1419,4,3,3,4,3,2
S1420,3,2,2,4,3,3
S1421,3,2,2,3,2,4
S1422,4,3,4,3,4,3
S1423,2,2,3,3,3,3
S1424,1,3,4,2,1,2
S1425,3,2,3,3,2,3
S1426,3,2,4,4,2,3
S1427,2,3,3,1,2,3
S1428,2,2,2,1,2,2
S1429,2,3,1,2,2,3
S1430,4,4,4,4,4,4
S1431,2,2,3,3,3,2
S1432,3,4,3,3,4,3
S1433,4,4,3,1,2,3
S1434,1,2,1,2,1,1
S1435,4,3,4,4,3,4
S1436,3,3,2,2,2,2
S1437,4,2,3,3,3,3
S1438,3,4,3,3,2,2
S1439,3,2,2,2,1,3
S1440,3,3,2,2,3,3
S1441,1,1,2,2,1,2
S1442,4,1,4,2,2,3
S1443,1,2,3,1,2,1
S1444,3,4,4,3,1,4
S1445,3,3,3,3,2,3
S1446,3,2,3,2,1,2
S1447,3,3,2,1,2,2
S1448,4,4,3,3,4,4
S1449,2,1,3,3,2,3
S1450,3,3,3,2,2,3
S1451,4,3,2,3,2,2
S1452,4,3,2,3,1,3
S1453,3,1,2,1,1,1
S1454,3,2,2,1,2,2
S1455,3,3,4,4,3,3
S1456,4,4,3,3,3,3
S1457,3,4,2,1,3,3
S1458,2,2,4,3,3,3
S1459,3,3,3,1,2,2
S1460,2,3,3,4,4,3
S1461,2,2,4,4,2,3
S1462,2,3,3,4,2,2
S1463,4,3,4,3,2,4
S1464,3,3,3,4,4,2
S1465,2,2,1,3,2,2
S1466,3,3,4,4,3,4
S1467,1,1,2,3,2,2
S1468,3,2,2,2,2,4
S1469,1,1,2,2,3,3
S1470,2,3,3,3,4,3
S1471,2,1,2,2,1,1
S1472,1,2,1,1,2,1
S1473,3,3,2,4,4,3
S1474,4,4,4,4,4,2
S1475,4,4,3,3,3,3
S1476,2,3,4,3,4,2
S1477,3,3,1,1,1,1
S1478,3,2,4,3,2,3
S1479,2,4,2,1,2,3
S1480,4,3,4,4,2,3
S1481,4,4,4,1,3,3
S1482,3,4,4,4,4,3
S1483,3,3,4,1,3,4
S1484,1,1,2,2,3,1
S1485,3,4,3,2,3,3
S1486,2,2,4,1,1,3
S1487,3,1,2,2,2,2
S1488,4,4,3,4,3,3
S1489,3,2,3,1,4,3
S1490,4,4,4,4,4,4
S1491,1,4,2,3,1,1
S1492,3,3,3,1,2,3
S1493,1,2,1,2,2,3
S1494,1,1,2,2,2,1
S1495,4,4,3,3,2,3
S1496,4,3,4,3,4,3
S1497,1,2,2,3,2,3
S1498,4,3,4,2,3,4
S1499,2,2,3,4,2,2
S1500,3,2,3,2,3,2
S1501,1,2,2,3,1,2
S1502,4,4,4,4,2,4
S1503,2,2,3,2,3,3
S1504,2,2,2,1,1,2
S1505,3,3,2,3,3,2
S1506,3,2,3,1,2,4
S1507,2,2,3,3,3,3
S1508,2,3,4,3,3,3
S1509,1,2,3,1,1,1
S1510,3,4,3,4,3,4
S1511,1,2,1,2,3,3
S1512,2,2,2,3,3,2
S1513,3,4,4,4,4,4
S1514,3,2,3,2,2,3
S1515,4,1,3,3,3,3
S1516,3,4,2,4,2,4
S1517,3,2,2,2,2,2
S1518,2,3,3,4,3,2
S1519,2,2,3,1,2,3
S1520,2,2,2,3,3,2
S1521,3,2,2,3,3,3
S1522,2,3,1,4,3,3
S1523,3,3,2,3,2,2
S1524,4,4,3,2,2,2
S1525,1,1,3,1,1,2
S1526,2,3,1,1,3,3
S1527,3,3,4,4,3,2
S1528,2,3,3,1,1,3
S1529,2,1,3,2,3,4
S1530,3,4,4,3,2,3
S1531,3,3,1,1,1,1
S1532,3,4,4,4,4,4
S1533,3,3,4,2,3,1
S1534,1,2,3,2,4,1
S1535,1,1,2,2,2,1
S1536,3,4,4,3,3,4
S1537,2,2,3,1,1,2
S1538,2,3,4,2,2,4
S1539,1,2,1,2,2,2
S1540,3,2,3,2,1,4
S1541,3,4,4,3,3,4
S1542,2,2,3,2,1,1
S1543,2,2,3,3,3,3
S1544,2,3,3,1,2,4
S1545,3,2,3,3,2,2
S1546,3,1,3,2,3,2
S1547,1,2,2,2,4,3
S1548,3,4,3,2,2,2
S1549,3,3,4,1,2,4
S1550,4,3,4,3,4,3
S1551,2,2,4,1,1,2
S1552,4,4,4,4,4,4
S1553,4,3,4,2,1,2
S1554,2,3,2,3,4,1
S1555,2,4,3,2,2,2
S1556,4,2,2,1,3,4
S1557,3,3,1,3,2,2
S1558,2,2,2,3,4,3
S1559,2,2,3,3,3,3
S1560,3,2,2,2,2,1
S1561,3,2,4,3,3,2
S1562,3,2,2,2,1,4
S1563,3,3,3,1,2,3
S1564,4,4,3,4,3,4
S1565,2,2,3,4,3,3
S1566,4,3,2,2,1,2
S1567,2,3,1,2,2,3
S1568,2,1,1,2,4,2
S1569,2,2,2,2,1,1
S1570,3,3,3,3,3,3
S1571,3,4,2,3,3,1
S1572,3,2,1,1,2,1
S1573,3,3,4,3,2,3
S1574,2,3,4,4,4,3
S1575,1,1,3,2,3,3
S1576,2,2,3,2,3,3
S1577,3,2,3,3,4,4
S1578,1,3,3,2,2,1
S1579,2,4,3,3,2,1
S1580,4,3,4,3,2,3
S1581,3,4,2,2,2,2
S1582,3,3,3,3,3,3
S1583,2,2,1,2,2,2
S1584,4,3,3,1,1,3
S1585,1,2,1,2,2,1
S1586,2,2,3,4,3,2
S1587,3,3,3,3,3,3
S1588,3,2,3,3,4,3
S1589,2,4,4,4,3,3
S1590,2,2,1,3,3,1
S1591,3,3,2,3,2,2
S1592,2,2,3,2,2,2
S1593,4,3,3,3,2,2
S1594,1,3,2,2,1,2
S1595,1,2,2,3,2,1
S1596,2,3,3,4,3,3
S1597,3,3,2,2,2,2
S1598,3,3,4,4,3,3
S1599,1,4,3,2,2,2
S1600,3,4,4,3,4,3
S1601,2,1,2,2,1,1
S1602,2,3,3,1,1,3
S1603,3,4,3,4,3,4
S1604,2,1,1,1,1,1
S1605,2,3,4,2,2,2
S1606,2,2,3,2,4,3
S1607,3,3,4,2,2,2
S1608,2,2,2,4,3,2
S1609,3,2,4,2,2,4
S1610,3,1,2,2,2,1
S1611,3,2,2,1,2,2
S1612,2,2,1,2,1,1
S1613,4,3,4,2,2,4
S1614,3,3,3,3,3,4
S1615,3,3,2,3,2,3
S1616,2,4,3,2,2,3
S1617,2,3,3,2,3,3
S1618,1,1,1,2,1,2
S1619,3,2,3,1,2,3
S1620,2,3,4,3,2,4
S1621,3,2,1,1,1,2
S1622,3,4,3,2,4,3
S1623,1,3,1,1,1,2
S1624,4,2,4,2,4,4
S1625,2,3,2,2,1,1
S1626,3,3,2,3,3,3
S1627,2,3,3,3,4,3
S1628,2,4,3,3,4,3
S1629,1,1,1,1,1,1
S1630,1,2,3,1,1,3
S1631,4,4,3,2,1,3
S1632,4,4,4,4,3,4
S1633,2,1,2,1,1,3
S1634,3,3,4,3,2,3
S1635,3,3,4,4,4,3
S1636,2,3,2,1,2,4
S1637,2,2,2,2,4,4
S1638,1,1,1,2,2,2
S1639,2,4,4,2,2,3
S1640,3,4,3,2,3,2
S1641,1,2,1,1,1,2
S1642,3,2,3,2,3,4
S1643,1,1,2,1,1,1
S1644,4,4,4,2,2,2
S1645,3,2,2,1,3,2
S1646,3,2,3,1,2,3
S1647,3,2,2,3,2,3
S1648,2,2,1,1,2,2
S1649,2,4,4,3,3,3
S1650,3,4,4,2,2,2
S1651,3,4,3,3,2,3
S1652,3,3,3,4,3,3
S1653,3,2,3,4,3,3
S1654,3,3,3,1,1,3
S1655,2,3,1,2,3,3
S1656,1,2,2,2,1,1
S1657,3,2,2,2,2,2
S1658,2,3,4,2,2,3
S1659,2,4,4,4,3,3
S1660,2,2,3,4,3,3
S1661,2,1,2,3,2,1
S1662,3,2,3,1,2,2
S1663,4,3,4,3,4,4
S1664,3,4,4,3,2,2
S1665,2,2,2,4,4,3
S1666,3,2,3,1,2,2
S1667,3,3,4,4,3,4
S1668,2,2,3,1,2,3
S1669,3,2,3,3,4,2
S1670,1,3,1,4,3,2
S1671,2,2,2,3,2,3
S1672,3,2,1,3,2,3
S1673,4,4,2,3,4,3
S1674,3,2,4,1,1,3
S1675,2,3,4,3,2,2
S1676,4,4,3,3,4,4
S1677,1,2,2,3,4,2
S1678,4,4,4,2,4,4
S1679,2,3,2,2,2,4
S1680,2,4,2,3,3,2
S1681,4,3,2,3,2,3
S1682,3,3,3,2,2,3
S1683,3,2,3,1,1,2
S1684,3,3,2,2,2,3
S1685,2,1,1,3,2,3
S1686,2,1,2,3,2,2
S1687,3,2,2,2,3,2
S1688,1,1,1,1,1,1
S1689,3,4,4,4,4,4
S1690,1,3,3,4,2,2
S1691,2,3,3,3,3,2
S1692,3,1,1,1,1,1
S1693,3,2,3,3,1,3
S1694,2,2,4,3,3,3
S1695,3,2,2,3,1,3
S1696,4,4,3,2,2,2
S1697,2,2,4,3,2,3
S1698,4,3,2,2,2,3
S1699,3,1,1,1,1,1
S1700,2,2,3,2,2,3
S1701,2,2,2,3,3,3
S1702,3,3,2,2,2,3
S1703,2,2,3,1,3,3
S1704,3,2,4,3,1,3
S1705,2,3,3,4,3,3
S1706,3,3,4,2,2,4
S1707,3,2,3,2,2,4
S1708,2,1,3,2,3,3
S1709,4,3,4,4,2,4
S1710,4,4,3,3,2,2
S1711,2,2,2,1,1,2
S1712,2,1,3,2,3,1
S1713,1,1,3,2,2,1
S1714,2,1,3,1,1,2
S1715,1,1,2,2,1,1
S1716,2,2,4,3,3,4
S1717,2,2,4,4,4,2
S1718,1,2,1,1,2,2
S1719,4,4,4,1,1,2
S1720,2,3,2,3,2,2
S1721,2,4,4,2,1,2
S1722,3,3,3,3,3,4
S1723,3,3,4,1,2,2
S1724,3,1,3,3,2,2
S1725,3,3,4,3,4,3
S1726,3,1,2,1,1,1
S1727,2,1,1,1,2,1
S1728,3,2,2,2,4,2
S1729,2,1,1,2,2,2
S1730,3,4,4,4,3,4
S1731,2,2,3,3,3,2
S1732,1,2,3,1,1,3
S1733,4,4,4,2,3,4
S1734,3,2,3,2,3,2
S1735,3,2,4,3,4,4
S1736,3,2,3,3,2,3
S1737,2,3,2,4,3,3
S1738,3,1,1,2,2,2
S1739,4,2,4,1,3,3
S1740,3,4,4,4,4,3
S1741,1,1,2,2,1,1
S1742,2,3,1,4,3,2
S1743,2,3,2,2,1,2
S1744,2,3,4,4,4,4
S1745,4,4,3,3,4,3
S1746,4,1,3,3,4,4
S1747,2,3,3,3,3,2
S1748,1,2,2,3,2,2
S1749,1,1,1,1,1,2
S1750,3,2,4,4,3,3
S1751,3,2,3,2,1,1
S1752,4,4,4,3,2,4
S1753,1,1,2,1,1,1
S1754,3,1,1,1,2,3
S1755,3,3,2,2,3,2
S1756,4,2,2,2,1,2
S1757,1,1,1,1,1,1
S1758,3,4,4,3,2,3
S1759,4,3,4,3,4,3
S1760,3,4,4,3,3,4
S1761,3,2,2,4,4,2
S1762,4,3,3,3,2,3
S1763,4,4,4,4,3,3
S1764,3,2,3,2,3,3
S1765,2,2,3,3,4,2
S1766,3,2,3,3,3,2
S1767,1,2,3,2,3,2
S1768,2,2,1,2,2,1
S1769,3,2,3,1,2,4
S1770,3,3,3,3,3,1
S1771,3,1,2,1,1,2
S1772,2,2,3,4,4,3
S1773,1,2,1,2,3,2
S1774,2,4,2,3,2,1
S1775,2,2,3,2,2,3
S1776,4,4,4,3,3,4
S1777,1,1,1,1,1,1
S1778,3,3,4,3,2,2
S1779,3,2,3,1,1,4
S1780,4,4,4,4,4,3
S1781,4,3,4,2,2,4
S1782,3,4,4,4,4,4
S1783,3,2,4,4,3,4
S1784,4,1,3,2,3,2
S1785,1,2,2,4,4,3
S1786,3,3,3,3,1,3
S1787,3,1,2,1,3,3
S1788,2,2,1,2,1,1
S1789,2,2,3,1,1,3
S1790,3,3,2,1,3,1
S1791,1,1,3,3,2,1
S1792,2,2,2,2,2,4
S1793,3,3,3,3,3,4
S1794,2,3,2,2,2,2
S1795,1,2,4,2,3,3
S1796,2,2,1,1,2,2
S1797,4,4,4,4,4,4
S1798,2,1,4,3,2,2
S1799,3,3,2,2,1,3
S1800,3,4,4,1,2,2
S1801,2,4,3,1,1,3
S1802,3,3,3,2,3,3
S1803,4,2,4,3,3,1
S1804,3,1,3,1,4,3
S1805,4,4,4,3,3,3
